Path,Directory,File,Category,Function,Namespace,Types,FieldCount,MethodCount,Fields,Methods,EnumValues,Size
AnimalPaper.cs,(root),AnimalPaper.cs,核心玩法/实体/地图,游戏业务类，具体职责见字段和方法名,Shepherd,class AnimalPaper; enum AnimationType; enum OutlineFlag; class _003C_003Ec__DisplayClass55_0; struct _003CPlayAttackAnimation_003Ed__54; struct _003CPlayDeadAnimation_003Ed__53; struct _003CPlayDiveDownAnimation_003Ed__59; struct _003CPlayDiveFlyAnimation_003Ed__57; struct _003CPlayDiveJumpAnimation_003Ed__56; struct _003CPlayDiveRiseAnimation_003Ed__58; struct _003CPlayFlyAnimation_003Ed__60; struct _003CPlayFlyHoverAnimation_003Ed__61; struct _003CPlayIdleAnimation_003Ed__50; struct _003CPlayJumpAnimation_003Ed__55; struct _003CPlayKnockoutAnimation_003Ed__62; struct _003CPlayRunAnimation_003Ed__52; struct _003CTryTransitionAnimation_003Ed__39,95,59,_003C_003Ec__DisplayClass55_0:class; onComplete:Action; _003C_003E4__this:AnimalPaper; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:AnimalPaper; direction:Vector3; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003Eu__2:DOTweenAsyncExtensions.TweenAwaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:AnimalPaper; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003Eu__2:DOTweenAsyncExtensions.TweenAwaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:AnimalPaper; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003Eu__2:DOTweenAsyncExtensions.TweenAwaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:AnimalPaper; sourcePos:Vector3; targetPos:Vector3; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003Eu__2:DOTweenAsyncExtensions.TweenAwaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:AnimalPaper; _003CstartPos_003E5__2:Vector3; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003Eu__2:DOTweenAsyncExtensions.TweenAwaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:AnimalPaper; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003Eu__2:DOTweenAsyncExtensions.TweenAwaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; _003C_003E4__this:AnimalPaper; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; _003C_003E4__this:AnimalPaper; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003Eu__2:DOTweenAsyncExtensions.TweenAwaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; _003C_003E4__this:AnimalPaper; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; onComplete:Action; _003C_003E4__this:AnimalPaper; _003C_003E8__1:_003C_003Ec__DisplayClass55_0; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003Eu__2:DOTweenAsyncExtensions.TweenAwaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:AnimalPaper; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003Eu__2:DOTweenAsyncExtensions.TweenAwaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; _003C_003E4__this:AnimalPaper; _003C_003Eu__1:UniTask<bool>.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder<bool>; type:AnimationType; _003C_003E4__this:AnimalPaper; _003C_003Eu__1:UniTask.Awaiter; TransitionTime:float; DefaultAnimData:AnimationSO; animSO:AnimationSO; waitingColor:Color; selectedColor:Color; highlightEffect:HighlightEffect; animationType:AnimationType; nextAnimationType:AnimationType; initLocalScale:Vector3,_003CPlayJumpAnimation_003Eb__0():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; Awake():void; OnDisable():void; TryTransitionAnimation():UniTask<bool>; OnShow():void; OnShow():void; OnShow():void; OnHide():void; ResetFlip():void; SetFlip():void; SetSpriteSize():void; SetDirection():void; ResetDirection():void; SetGround():void; PlayIdleAnimation():void; SetFrozen():void; PlayRunAnimation():void; PlayDeadAnimation():UniTask; PlayAttackAnimation():UniTask; PlayJumpAnimation():UniTask; PlayDiveJumpAnimation():UniTask; PlayDiveFlyAnimation():UniTask; PlayDiveRiseAnimation():UniTask; PlayDiveDownAnimation():UniTask; PlayFlyAnimation():void; PlayFlyHoverAnimation():void; PlayKnockoutAnimation():UniTask; ShowWaitingOutline():void; ShowSeletedOutline():void; HideOutline():void; ShowOutline():void; GetLocalTopPosition():Vector3; GetLocalTopCenterPosition():Vector3,AnimationType=None = 0|Idle = 1|Run = 2|Dead = 3|Attack = 4|Jump = 5|DiveJump = 6|DiveRise = 7|DiveFly = 8|Fly = 9|FlyHover = 10|Knockout = 11; OutlineFlag=None = 0|Waiting = 1|Selected = 2,17243
AnimalSelectForm.cs,(root),AnimalSelectForm.cs,核心玩法/实体/地图,UGUI 窗口/界面逻辑,Shepherd,class AnimalSelectForm,11,12,animalInfos:List<AnimalInfo>; refreshGoldText:TextMeshProUGUI; animalGroup:CanvasGroup; refreshButton:Button; probText:GameObject; gameMode:GameMode; animals:List<AnimalBlueprint>; isHide:bool; hasClickButton:bool; packItem:PackItemSO; IsBlockNavigation:bool,OnOpen():void; OnClose():void; OnRefresh():void; OnIgnore():void; OnSelect():void; OnHide():void; InitAnimals():void; RefreshAnimals():void; UpdateAnimalInfos():void; OnShopCurrencyUpdateEvent():void; OnInputAction():void; SetSelectedGameObject():void,,1283
AnimalSO.cs,(root),AnimalSO.cs,核心玩法/实体/地图,ScriptableObject 配置结构或资源数据定义,Shepherd,class AnimalSO,29,1,animalName:string; image:Sprite; family:AnimalFamily; relateFamilies:List<AnimalFamily>; rarity:Rarity; money:int; ability:AbilitySO; animation:AnimationSO; sound:SoundSO; overrideTrans:bool; transData:TransformData; customRemoveGold:bool; removeGold:int; customAsset:bool; unique:bool; notInitRefresh:bool; notInSelectionPool:bool; hideInBook:bool; ignoreFamilyFilter:bool; hasIncludeMap:bool; includeMap:MapId; locked:bool; unlockEvent:CareerEventSO; disable:bool; Type:AnimalType; IsLocked:bool; IsDiscovered:bool; IsViewed:bool; LocalAnimalName:string,GetFormatDesc():string,,1475
AnimalState.cs,(root),AnimalState.cs,核心玩法/实体/地图,枚举或类型标识定义,Shepherd,enum AnimalState,0,0,,,AnimalState=Normal = 0|Removed = 1|Clear = 2|InHouse = 3|FlyHover = 4,137
AnimalSwitchEventArgs.cs,(root),AnimalSwitchEventArgs.cs,核心玩法/实体/地图,GameFramework 事件参数/事件数据载体,Shepherd,class AnimalSwitchEventArgs,4,2,EventId:int; Id:int; Animal:Animal; Other:Animal,Clear():void; Create():AnimalSwitchEventArgs,,433
AnimalTag.cs,(root),AnimalTag.cs,核心玩法/实体/地图,游戏业务类，具体职责见字段和方法名,Shepherd,struct AnimalTag,2,0,id:int; value:AnimalTagType,,,111
AnimalTagType.cs,(root),AnimalTagType.cs,核心玩法/实体/地图,枚举或类型标识定义,Shepherd,enum AnimalTagType,0,0,,,AnimalTagType=None = 0|Resident = 1|Night = 2|Dive = 4|NotTargetable = 8|NotActiveBaseMoney = 0x10|EarlyClear = 0x20|Immovable = 0x40|NotEnterable = 0x80|NotActiveAbility = 0x100|UnBreed = 0x200|UnCopy = 0x400|UnRemoved = 0x800|Giant = 0x1000|FlyHover = 0x2000|Attached = 0x49|Retainer = 0x11|Unique = 0x600|Eternal = 0xE00|Flying = 0xC8,492
AnimalType.cs,(root),AnimalType.cs,核心玩法/实体/地图,枚举或类型标识定义,Shepherd,enum AnimalType,0,0,,,AnimalType=None = 0|Frog = 1|Monkey = 2|Dog = 3|Koala = 4|WhiteBat = 5|Walrus = 6|Salamander = 7|Orangutan = 8|Sloth = 9|Meerkat = 10|Kangaroo = 11|Toad = 12|SeaOtter = 13|Elephant = 14|Pangolin = 15|Baboon = 16|Platypus = 17|Panda = 18|GodCatSon = 19|Mouse = 20|Rabbit = 21|Chipmunk = 22|Hamster = 23|Squirrel = 24|BambooRat = 25|Jerboa = 26|BigMouse = 27|Pika = 28|Possum = 29,3816
AnimationSO.cs,(root),AnimationSO.cs,配置数据,ScriptableObject 配置结构或资源数据定义,Shepherd,class AnimationSO,54,0,idleEndScale:Vector3; idleDuration:float; idleEase:Ease; runEndScale:Vector3; runRotate:Vector3; runDuration:float; runEase:Ease; deadStartScale:Vector3; deadTopScale:Vector3; deadRotate:Vector3; deadTopHeight:float; deadEndPos:Vector3; deadStartDuration:float; deadDuration:float; deadEase:Ease; attackEndScale:Vector3; attackTranslate:float; attackDuration:float; attackEase:Ease; jumpStartScale:Vector3; jumpTopScale:Vector3; jumpEndScale:Vector3; jumpStartDuration:float; jumpDuration:float; jumpEndDuration:float; jumpHeight:float; jumpEase:Ease; diveJumpRotate:Vector3; diveJumpDuration:float; diveJumpRotDuration:float; diveJumpHeight:float; diveJumpOffset:float; diveJumpUpEase:Ease; diveJumpDownEase:Ease; diveRiseDuration:float; diveRiseHeight:float; diveRiseEase:Ease; diveFlySpeed:float; diveFlyHeight:float; diveFlyMinDuration:float; diveFlyUpRotate:Vector3; diveFlyDownRotate:Vector3; diveFlyEase:Ease; flyHeight:float; flyDuration:float; flyEase:Ease; flyHoverHeight:float; flyHoverDuration:float; flyHoverEase:Ease; knockoutPos:Vector3; knockoutControlHeight:float; knockoutScale:float; knockoutDuration:float; knockoutEase:Ease,,,2354
AssetUtility.cs,(root),AssetUtility.cs,其他/辅助,工具函数/扩展方法集合,Shepherd,class AssetUtility,1,33,AssetUtility:class,GetConfigAsset():string; GetDataTableAsset():string; GetLocalizationAsset():string; GetFontAsset():string; GetSceneAsset():string; GetMusicAsset():string; GetSoundAsset():string; GetUISoundAsset():string; GetEntityAsset():string; GetAnimalEntityAsset():string; GetBossEntityAsset():string; GetStuffEntityAsset():string; GetMapCellEntityAsset():string; GetAnimalDataAsset():string; GetStuffDataAsset():string; GetAbilityDataAsset():string; GetAbilityDataAsset():string; GetAbilityDataAsset():string; GetAbilityDataAsset():string; GetAbilityDataAsset():string; GetAbilityDataAsset():string; GetCareerEventAbilityDataAsset():string; GetLevelModAbilityDataAsset():string; GetItemDataAsset():string; GetHeroDataAsset():string; GetAnimalFamilyDataAsset():string; GetMapDataAsset():string; GetToyDataAsset():string; GetGameModeDataAsset():string; GetEffectEntityAsset():string; GetUIFormAsset():string; GetUISpriteAsset():string; GetStoreDataAsset():string,,3134
AudioPlayer.cs,(root),AudioPlayer.cs,音频,游戏业务类，具体职责见字段和方法名,Shepherd,class AudioPlayer; enum AudioType; class AudioData; struct _003CPlay_003Ed__4,11,4,ID:string; type:AudioType; delay:float; sound:SoundSO; uisound:UISoundSO; music:MusicSO; _003C_003E1__state:int; _003C_003Et__builder:AsyncVoidMethodBuilder; audio:AudioData; _003C_003Eu__1:UniTask.Awaiter; audios:List<AudioData>,MoveNext():void; SetStateMachine():void; Play():void; Play():void,AudioType=Sound = 0|UISound = 1|Music = 2,1619
AwardForm.cs,(root),AwardForm.cs,界面/UI,UGUI 窗口/界面逻辑,Shepherd,class AwardForm,5,7,animalAward:GameObject; toyAward:GameObject; heroAward:GameObject; itemAward:GameObject; gameMode:AdventureGameMode,OnOpen():void; OnClose():void; OnAnimalClick():void; OnToyClick():void; OnHeroClick():void; OnItemClick():void; InitAwardItems():void,,622
BaseForm.cs,(root),BaseForm.cs,界面/UI,UGUI 窗口/界面逻辑,Shepherd,class BaseForm,0,0,,,,69
BeehiveCell.cs,(root),BeehiveCell.cs,核心玩法/实体/地图,游戏业务类，具体职责见字段和方法名,Shepherd,class BeehiveCell; struct _003CAddHoney_003Ed__9,8,7,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder<Stuff>; _003C_003E4__this:BeehiveCell; animal:Animal; _003C_003Eu__1:UniTask<Stuff>.Awaiter; level:BigInteger; Type:MapCellType; Level:BigInteger,MoveNext():void; SetStateMachine():void; OnInit():void; OnDestroy():void; TryAddActor():bool; TryGetHoney():bool; AddHoney():UniTask<Stuff>,,1861
BeehiveSO.cs,(root),BeehiveSO.cs,配置数据,ScriptableObject 配置结构或资源数据定义,Shepherd,class BeehiveSO,1,0,honeyLevel:int,,,200
BeforeAddFossilEventArgs.cs,(root),BeforeAddFossilEventArgs.cs,事件参数,GameFramework 事件参数/事件数据载体,Shepherd,class BeforeAddFossilEventArgs,6,2,EventId:int; Id:int; Animal:Animal; Fossil:BigInteger; IsTrigger:bool; Success:VarBoolean,Clear():void; Create():BeforeAddFossilEventArgs,,646
BeforeMapCellClearEventArgs.cs,(root),BeforeMapCellClearEventArgs.cs,核心玩法/实体/地图,GameFramework 事件参数/事件数据载体,Shepherd,class BeforeMapCellClearEventArgs,3,2,EventId:int; Id:int; Cell:MapCell,Clear():void; Create():BeforeMapCellClearEventArgs,,382
BeforeRemoveAnimalEventArgs.cs,(root),BeforeRemoveAnimalEventArgs.cs,核心玩法/实体/地图,GameFramework 事件参数/事件数据载体,Shepherd,class BeforeRemoveAnimalEventArgs,3,2,EventId:int; Id:int; Animal:Animal,Clear():void; Create():BeforeRemoveAnimalEventArgs,,384
BigIntegerExtension.cs,(root),BigIntegerExtension.cs,其他/辅助,游戏业务类，具体职责见字段和方法名,Shepherd,class BigIntegerExtension,2,4,BigIntegerExtension:class; suffixes:string[],Multiply():BigInteger; DivideToDouble():double; Format():string; ToInt():int,,616
BigIntegerModifier.cs,(root),BigIntegerModifier.cs,其他/辅助,游戏业务类，具体职责见字段和方法名,Shepherd,class BigIntegerModifier,0,5,,GetValue():BigInteger; Reset():void; AddOtherDoubleMultiply():void; RemoveOtherDoubleMultiply():void; Create():BigIntegerModifier,,585
BookAnimalFamilyTag.cs,(root),BookAnimalFamilyTag.cs,核心玩法/实体/地图,游戏业务类，具体职责见字段和方法名,Shepherd,class BookAnimalFamilyTag,6,4,icon:Image; nameText:TextMeshProUGUI; button:Button; lockObj:GameObject; TagClicked:UnityEvent<BookAnimalFamilyTag>; Data:AnimalFamilySO,OnLanguageChange():void; SetData():void; OnClickTag():void; OnClickDisabledTag():void,,594
BookForm.cs,(root),BookForm.cs,界面/UI,UGUI 窗口/界面逻辑,Shepherd,class BookForm; enum BookType,11,15,collectText:TextMeshProUGUI; bookPanel:BookPanel; animalInfo:AnimalCard; itemInfo:ItemCard; heroInfo:HeroCard; bookTypeSelector:UISelector; animalFamilySelector:UISelector; itemFamilySelector:UISelector; clearButton:GameObject; curAnimalFamily:AnimalFamily; curItemFamily:ItemFamily,OnOpen():void; OnClose():void; OnCloseButtonClick():void; OnSelectBookItem():void; OnSelectBookType():void; OnSelectAnimalFamilyTag():void; OnSelectItemFamilyTag():void; OnClearButtonClick():void; InitAnimalFamily():void; ResetInfoUI():void; UpdateCollectDegree():void; InitClearButton():void; OnAnimalButtonClick():void; OnItemButtonClick():void; OnHeroButtonClick():void,BookType=Animal = 0|Item = 1|Hero = 2,1491
BookItemFamilyTag.cs,(root),BookItemFamilyTag.cs,界面/UI,游戏业务类，具体职责见字段和方法名,Shepherd,class BookItemFamilyTag,3,3,itemFamily:ItemFamily; tweenAnim:UITweenAnimation; TagClicked:UnityEvent<BookItemFamilyTag>,OnClickTag():void; Show():void; Hide():void,,342
BookItemUI.cs,(root),BookItemUI.cs,界面/UI,UI 子组件/显示控件,Shepherd,class BookItemUI,6,5,animalIcon:AnimalIcon; itemIcon:ItemIcon; heroIcon:HeroIcon; Animal:AnimalSO; Item:ItemSO; Hero:HeroSO,SetData():void; SetData():void; SetData():void; Clear():void; OnDataChange():void,,492
BookPanel.cs,(root),BookPanel.cs,界面/UI,UI 子组件/显示控件,Shepherd,class BookPanel; enum BookType,8,10,gridView:LoopGridView; bookItemSelector:UISelector; animals:List<AnimalSO>; items:List<ItemSO>; heros:List<HeroSO>; curType:BookType; selectedBookItemId:string; onSelectItem:UnityEvent<BookItemUI>,Awake():void; ShowAnimals():void; ShowItems():void; ShowHeros():void; GetCollectDegree():float; UpdateData():void; OnSelect():void; Refresh():void; OnGetItemByRowColumn():LoopGridViewItem; SelectFirstObject():void,BookType=Animal = 0|Item = 1|Hero = 2,1139
Boss.cs,(root),Boss.cs,核心玩法/实体/地图,游戏业务类，具体职责见字段和方法名,Shepherd,class Boss; struct _003CAttack_003Ed__70; struct _003CAttack_003Ed__71; struct _003CAttack_003Ed__72; struct _003CDead_003Ed__73; struct _003CJump_003Ed__69; struct _003COnAfterNextDay_003Ed__62; struct _003COnDayBefore_003Ed__58; struct _003COnDayEnd_003Ed__63; struct _003COnDayLateUpdate_003Ed__61; struct _003COnDayStart_003Ed__59; struct _003COnDayUpdate_003Ed__60,69,52,_003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:Boss; position:Vector3; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:Boss; target:Animal; playSound:bool; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:Boss; target:Stuff; playSound:bool; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:Boss; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:Boss; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:Boss; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:Boss; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:Boss; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:Boss; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:Boss; _003C_003Eu__1:UniTask.Awaiter; _003C_003E1__state:int; _003C_003Et__builder:AsyncUniTaskMethodBuilder; _003C_003E4__this:Boss; _003C_003Eu__1:UniTask.Awaiter; animalPaper:AnimalPaper; state:BossState; abilityComp:BossAbilityComp; BossId:string; Id:int; Level:int; Money:BigInteger; MaxMoney:BigInteger; Coords:MapCoords; CreateDay:int; IsInGrid:bool; IsAlive:bool; AnimalPaper:AnimalPaper; Data:BossSO; Desc:string; MainAbility:BossAbility; IsDefeated:bool; IsHighlighted:bool; Target:GameEntity; IsValid:bool,MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; MoveNext():void; SetStateMachine():void; OnDisable():void; OnShow():void; OnHide():void; AddMoney():void; UpdateMoneyBar():void; OnDayBefore():UniTask; OnDayStart():UniTask; OnDayUpdate():UniTask; OnDayLateUpdate():UniTask; OnAfterNextDay():UniTask; OnDayEnd():UniTask; SetVisible():void; SetPaperActive():void; SetPaperGround():void; SetPaperSize():void; GetImpactType():ImpactType; Jump():UniTask; Attack():UniTask; Attack():UniTask; Attack():UniTask; Dead():UniTask; ShowWaitingOutline():void; ShowSeletedOutline():void; HideOutline():void; GetTopPosition():Vector3; GetTopCenterPosition():Vector3; GetLogicData():BossLogicData; InternalRemove():void; PlayActionAnimationAsync():UniTask; ShowEffect():void,,13653
